,matrikel_num,Studienjahr,geschlecht,avgECTS_sem_before,ects_year_before,year,first_exam_negative,AHS_dummy,BHS_dummy,ausland_vorbildung_dummy,sonstige_vorbildung_dummy,delayed_dummy,num_parallel_studies,jus_dummy,bwl_dummy,years_since_matura,styria_dummy,not_styria_dummy,germany_dummy,other_foreign_dummy,years_since_18,planned_duration,full_duration_sem,full_duration_sem_before,firstGen,cum_ects_pos_before,status_key,ECTS_year,SWS_year,active_dummy,subject
3915,1510399,4.0,1,33.6,62.0,18,0.0,1,0,0,0,0,0,0.0,1.0,0.0,0,1,0,0,1.0,6,6.164384,5.0,0.0,168.0,X,4.0,2.0,1,Betriebswirtschaft
444,1510521,1.0,1,0.0,,15,0.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,1.0,6,2.0,0.0,0.0,0.0,I,46.0,30.0,1,Betriebswirtschaft
3926,1510521,2.0,1,23.0,46.0,16,0.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,1.0,6,4.0,2.0,0.0,46.0,I,54.0,27.0,1,Betriebswirtschaft
3927,1510521,3.0,1,25.0,54.0,17,0.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,1.0,6,6.0,4.0,0.0,100.0,I,54.0,29.0,1,Betriebswirtschaft
3928,1510521,4.0,1,30.8,54.0,18,0.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,1.0,6,7.728767,5.0,0.0,154.0,X,20.0,12.0,1,Betriebswirtschaft
450,1510573,1.0,1,0.0,,15,1.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,2.0,0.0,1.0,0.0,I,29.0,21.0,1,Betriebswirtschaft
3931,1510573,2.0,1,14.5,29.0,16,1.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,4.0,2.0,1.0,29.0,I,54.0,27.0,1,Betriebswirtschaft
3932,1510573,3.0,1,20.75,54.0,17,1.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,6.0,4.0,1.0,83.0,I,43.0,23.0,1,Betriebswirtschaft
3933,1510573,4.0,1,21.0,43.0,18,1.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,8.0,6.0,1.0,126.0,X,39.0,22.0,1,Betriebswirtschaft
451,1510576,1.0,1,0.0,,15,0.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,2.0,0.0,1.0,0.0,I,29.0,21.0,1,Betriebswirtschaft
3934,1510576,2.0,1,14.5,29.0,16,0.0,0,1,0,0,0,1,0.0,1.0,1.0,1,0,0,0,2.0,6,4.0,2.0,1.0,29.0,I,46.0,24.0,1,Betriebswirtschaft
3935,1510576,3.0,1,18.75,46.0,17,0.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,6.0,4.0,1.0,75.0,I,72.0,40.0,1,Betriebswirtschaft
3936,1510576,4.0,1,29.4,72.0,18,0.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,6.70137,5.0,1.0,147.0,X,15.0,9.0,1,Betriebswirtschaft
454,1510603,1.0,1,0.0,,15,0.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,2.0,0.0,1.0,0.0,I,54.0,34.0,1,Betriebswirtschaft
3939,1510603,2.0,1,27.0,54.0,16,0.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,4.0,2.0,1.0,54.0,I,56.0,29.0,1,Betriebswirtschaft
3940,1510603,3.0,1,27.5,56.0,17,0.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,6.0,4.0,1.0,110.0,I,58.0,33.0,1,Betriebswirtschaft
3941,1510603,4.0,1,33.6,58.0,18,0.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,6.136986,5.0,1.0,168.0,X,0.0,0.0,1,Betriebswirtschaft
457,1510612,1.0,0,0.0,,15,0.0,0,1,0,0,0,1,0.0,1.0,0.0,0,1,0,0,2.0,6,2.0,0.0,1.0,0.0,I,44.0,29.0,1,Betriebswirtschaft
3945,1510612,2.0,0,22.0,44.0,16,0.0,0,1,0,0,0,1,0.0,1.0,0.0,0,1,0,0,2.0,6,4.0,2.0,1.0,44.0,I,60.0,31.0,1,Betriebswirtschaft
3946,1510612,3.0,0,26.0,60.0,17,0.0,0,1,0,0,0,1,0.0,1.0,0.0,0,1,0,0,2.0,6,6.0,4.0,1.0,104.0,I,45.0,26.0,1,Betriebswirtschaft
3947,1510612,4.0,0,29.8,45.0,18,0.0,0,1,0,0,0,0,0.0,1.0,0.0,0,1,0,0,2.0,6,6.558904,5.0,1.0,149.0,X,0.0,0.0,1,Betriebswirtschaft
468,1510684,1.0,0,0.0,,16,1.0,0,1,0,0,0,1,0.0,1.0,2.0,1,0,0,0,3.0,6,2.0,0.0,1.0,0.0,I,28.0,16.0,1,Betriebswirtschaft
3954,1510684,2.0,0,14.0,28.0,17,1.0,0,1,0,0,0,1,0.0,1.0,2.0,1,0,0,0,3.0,6,4.0,2.0,1.0,28.0,I,33.0,19.0,1,Betriebswirtschaft
3955,1510684,3.0,0,15.25,33.0,18,1.0,0,1,0,0,0,0,0.0,1.0,2.0,1,0,0,0,3.0,6,6.0,4.0,1.0,61.0,I,32.0,16.0,1,Betriebswirtschaft
3956,1510684,4.0,0,15.5,32.0,19,1.0,0,1,0,0,0,0,0.0,1.0,2.0,1,0,0,0,3.0,6,8.0,6.0,1.0,93.0,I,23.0,13.0,1,Betriebswirtschaft
470,1510712,1.0,1,0.0,,16,1.0,0,1,0,0,0,1,0.0,1.0,2.0,1,0,0,0,4.0,6,2.0,0.0,1.0,0.0,I,39.0,24.0,1,Betriebswirtschaft
3957,1510712,2.0,1,19.5,39.0,17,1.0,0,1,0,0,0,1,0.0,1.0,2.0,1,0,0,0,4.0,6,4.0,2.0,1.0,39.0,I,45.0,23.0,1,Betriebswirtschaft
3958,1510712,3.0,1,21.0,45.0,18,1.0,0,1,0,0,0,1,0.0,1.0,2.0,1,0,0,0,4.0,6,6.0,4.0,1.0,84.0,I,58.0,32.0,1,Betriebswirtschaft
3959,1510712,4.0,1,28.4,58.0,19,1.0,0,1,0,0,0,0,0.0,1.0,2.0,1,0,0,0,4.0,6,7.515068,5.0,1.0,142.0,X,24.0,13.0,1,Betriebswirtschaft
476,1510735,1.0,0,0.0,,15,0.0,0,1,0,0,0,1,0.0,1.0,0.0,1,0,0,0,1.0,6,2.0,0.0,1.0,0.0,I,58.0,37.0,1,Betriebswirtschaft
3967,1510735,2.0,0,29.0,58.0,16,0.0,0,1,0,0,0,1,0.0,1.0,0.0,1,0,0,0,1.0,6,4.0,2.0,1.0,58.0,I,88.0,52.0,1,Betriebswirtschaft
3968,1510735,3.0,0,36.5,88.0,17,0.0,0,1,0,0,0,1,0.0,1.0,0.0,1,0,0,0,1.0,6,6.0,4.0,1.0,146.0,I,49.0,29.0,1,Betriebswirtschaft
3969,1510735,4.0,0,39.0,49.0,18,0.0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,0,1.0,6,7.767123,5.0,1.0,195.0,X,68.0,44.0,1,Betriebswirtschaft
479,1510763,1.0,1,0.0,,15,0.0,0,1,0,0,0,0,0.0,1.0,4.0,1,0,0,0,8.0,6,2.0,0.0,1.0,0.0,I,17.0,14.0,1,Betriebswirtschaft
3970,1510763,2.0,1,8.5,17.0,16,0.0,0,1,0,0,0,0,0.0,1.0,4.0,1,0,0,0,8.0,6,4.0,2.0,1.0,17.0,I,61.0,32.0,1,Betriebswirtschaft
3971,1510763,3.0,1,19.5,61.0,17,0.0,0,1,0,0,0,0,0.0,1.0,4.0,1,0,0,0,8.0,6,6.0,4.0,1.0,78.0,I,51.0,27.0,1,Betriebswirtschaft
3972,1510763,4.0,1,21.5,51.0,18,0.0,0,1,0,0,0,0,0.0,1.0,4.0,1,0,0,0,8.0,6,8.0,6.0,1.0,129.0,I,45.0,26.0,1,Betriebswirtschaft
3973,1510763,5.0,1,24.857142857142858,45.0,19,0.0,0,1,0,0,0,0,0.0,1.0,4.0,1,0,0,0,8.0,6,8.673973,7.0,1.0,174.0,X,0.0,0.0,1,Betriebswirtschaft
487,1510825,1.0,0,0.0,,15,0.0,0,1,0,0,0,0,0.0,1.0,0.0,0,1,0,0,2.0,6,2.0,0.0,1.0,0.0,I,19.0,15.0,1,Betriebswirtschaft
3985,1510825,2.0,0,9.5,19.0,16,0.0,0,1,0,0,0,0,0.0,1.0,0.0,0,1,0,0,2.0,6,4.0,2.0,1.0,19.0,I,43.0,23.0,1,Betriebswirtschaft
3986,1510825,3.0,0,15.5,43.0,17,0.0,0,1,0,0,0,0,0.0,1.0,0.0,0,1,0,0,2.0,6,6.0,4.0,1.0,62.0,I,46.0,24.0,1,Betriebswirtschaft
3987,1510825,4.0,0,18.0,46.0,18,0.0,0,1,0,0,0,0,0.0,1.0,0.0,0,1,0,0,2.0,6,8.0,6.0,1.0,108.0,I,44.0,23.0,1,Betriebswirtschaft
3988,1510825,5.0,0,19.0,44.0,19,0.0,0,1,0,0,0,0,0.0,1.0,0.0,0,1,0,0,2.0,6,10.0,8.0,1.0,152.0,X,34.0,20.0,1,Betriebswirtschaft
488,1510836,1.0,0,0.0,,16,0.0,0,1,0,0,0,1,0.0,1.0,1.0,1,0,0,0,3.0,6,2.0,0.0,1.0,0.0,I,46.0,24.0,1,Betriebswirtschaft
3989,1510836,2.0,0,23.0,46.0,17,0.0,0,1,0,0,0,1,0.0,1.0,1.0,1,0,0,0,3.0,6,4.0,2.0,1.0,46.0,I,43.0,22.0,1,Betriebswirtschaft
3990,1510836,3.0,0,22.25,43.0,18,0.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,3.0,6,6.0,4.0,1.0,89.0,I,27.0,16.0,1,Betriebswirtschaft
3991,1510836,4.0,0,23.2,27.0,19,0.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,3.0,6,7.832877,5.0,1.0,116.0,X,19.0,10.0,1,Betriebswirtschaft
489,1510839,1.0,0,0.0,,15,0.0,0,1,0,0,0,0,0.0,1.0,0.0,0,1,0,0,2.0,6,2.0,0.0,1.0,0.0,I,41.0,27.0,1,Betriebswirtschaft
3992,1510839,2.0,0,20.5,41.0,16,0.0,0,1,0,0,0,1,0.0,1.0,0.0,0,1,0,0,2.0,6,4.0,2.0,1.0,41.0,I,65.0,33.0,1,Betriebswirtschaft
3993,1510839,3.0,0,26.5,65.0,17,0.0,0,1,0,0,0,2,0.0,1.0,0.0,0,1,0,0,2.0,6,6.0,4.0,1.0,106.0,I,53.0,29.0,1,Betriebswirtschaft
3994,1510839,4.0,0,31.8,53.0,18,0.0,0,1,0,0,0,0,0.0,1.0,0.0,0,1,0,0,2.0,6,6.246575,5.0,1.0,159.0,X,14.0,8.0,1,Betriebswirtschaft
491,1510851,1.0,0,0.0,,15,0.0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,0,1.0,6,2.0,0.0,1.0,0.0,I,26.0,19.0,1,Betriebswirtschaft
3995,1510851,2.0,0,13.0,26.0,16,0.0,0,1,0,0,0,1,0.0,1.0,0.0,1,0,0,0,1.0,6,4.0,2.0,1.0,26.0,I,62.0,32.0,1,Betriebswirtschaft
3996,1510851,3.0,0,22.0,62.0,17,0.0,0,1,0,0,0,1,0.0,1.0,0.0,1,0,0,0,1.0,6,6.0,4.0,1.0,88.0,I,51.0,27.0,1,Betriebswirtschaft
3997,1510851,4.0,0,27.8,51.0,18,0.0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,0,1.0,6,6.734247,5.0,1.0,139.0,X,25.0,14.0,1,Betriebswirtschaft
495,1510863,1.0,0,0.0,,15,0.0,0,1,0,0,0,0,0.0,1.0,0.0,0,1,0,0,1.0,6,2.0,0.0,1.0,0.0,I,39.0,26.0,1,Betriebswirtschaft
4004,1510863,2.0,0,19.5,39.0,16,0.0,0,1,0,0,0,0,0.0,1.0,0.0,0,1,0,0,1.0,6,4.0,2.0,1.0,39.0,I,76.0,39.0,1,Betriebswirtschaft
4005,1510863,3.0,0,28.75,76.0,17,0.0,0,1,0,0,0,0,0.0,1.0,0.0,0,1,0,0,1.0,6,6.0,4.0,1.0,115.0,I,59.0,33.0,1,Betriebswirtschaft
4006,1510863,4.0,0,34.8,59.0,18,0.0,0,1,0,0,0,0,0.0,1.0,0.0,0,1,0,0,1.0,6,6.158904,5.0,1.0,174.0,X,0.0,0.0,1,Betriebswirtschaft
496,1510867,1.0,1,0.0,,15,0.0,1,0,0,0,0,0,0.0,1.0,0.0,1,0,0,0,1.0,6,2.0,0.0,0.0,0.0,I,22.0,17.0,1,Betriebswirtschaft
4007,1510867,2.0,1,11.0,22.0,16,0.0,1,0,0,0,0,1,0.0,1.0,0.0,1,0,0,0,1.0,6,4.0,2.0,0.0,22.0,I,50.0,26.0,1,Betriebswirtschaft
4008,1510867,3.0,1,18.0,50.0,17,0.0,1,0,0,0,0,1,0.0,1.0,0.0,1,0,0,0,1.0,6,6.0,4.0,0.0,72.0,I,49.0,25.0,1,Betriebswirtschaft
4009,1510867,4.0,1,24.2,49.0,18,0.0,1,0,0,0,0,0,0.0,1.0,0.0,1,0,0,0,1.0,6,7.728767,5.0,0.0,121.0,X,54.0,26.0,1,Betriebswirtschaft
497,1510874,1.0,1,0.0,,16,0.0,0,1,0,0,0,0,0.0,1.0,2.0,0,1,0,0,3.0,6,2.0,0.0,1.0,0.0,I,10.0,8.0,1,Betriebswirtschaft
4010,1510874,2.0,1,5.0,10.0,17,0.0,0,1,0,0,0,0,0.0,1.0,2.0,0,1,0,0,3.0,6,4.0,2.0,1.0,10.0,I,28.0,18.0,1,Betriebswirtschaft
4011,1510874,3.0,1,9.5,28.0,18,0.0,0,1,0,0,0,0,0.0,1.0,2.0,0,1,0,0,3.0,6,6.0,4.0,1.0,38.0,I,49.0,25.0,1,Betriebswirtschaft
4012,1510874,4.0,1,14.5,49.0,19,0.0,0,1,0,0,0,0,0.0,1.0,2.0,0,1,0,0,3.0,6,8.0,6.0,1.0,87.0,I,52.0,27.0,1,Betriebswirtschaft
501,1510913,1.0,1,0.0,,15,0.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,1.0,6,2.0,0.0,1.0,0.0,I,37.0,25.0,1,Betriebswirtschaft
4013,1510913,2.0,1,18.5,37.0,16,0.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,1.0,6,4.0,2.0,1.0,37.0,I,24.0,12.0,1,Betriebswirtschaft
4014,1510913,3.0,1,15.25,24.0,17,0.0,1,0,0,0,0,1,0.0,1.0,1.0,1,0,0,0,1.0,6,6.0,4.0,1.0,61.0,I,11.0,6.0,0,Betriebswirtschaft
4015,1510913,4.0,1,12.0,11.0,18,0.0,1,0,0,0,0,1,0.0,1.0,1.0,1,0,0,0,1.0,6,8.0,6.0,1.0,72.0,I,29.0,15.0,1,Betriebswirtschaft
4016,1510913,5.0,1,12.625,29.0,19,0.0,1,0,0,0,0,2,0.0,1.0,1.0,1,0,0,0,1.0,6,10.0,8.0,1.0,101.0,I,3.0,2.0,0,Betriebswirtschaft
504,1510919,1.0,0,0.0,,15,0.0,1,0,0,0,0,1,0.0,1.0,0.0,0,1,0,0,0.0,6,2.0,0.0,0.0,0.0,I,47.0,30.0,1,Betriebswirtschaft
4020,1510919,2.0,0,23.5,47.0,16,0.0,1,0,0,0,0,2,0.0,1.0,0.0,0,1,0,0,0.0,6,4.0,2.0,0.0,47.0,I,51.0,27.0,1,Betriebswirtschaft
4021,1510919,3.0,0,24.5,51.0,17,0.0,1,0,0,0,0,1,0.0,1.0,0.0,0,1,0,0,0.0,6,6.0,4.0,0.0,98.0,I,19.0,10.0,1,Betriebswirtschaft
4022,1510919,4.0,0,19.5,19.0,18,0.0,1,0,0,0,0,0,0.0,1.0,0.0,0,1,0,0,0.0,6,8.0,6.0,0.0,117.0,X,29.0,16.0,1,Betriebswirtschaft
508,1510979,1.0,1,0.0,,15,0.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,2.0,0.0,0.0,0.0,I,23.0,16.0,1,Betriebswirtschaft
4024,1510979,2.0,1,11.5,23.0,16,0.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,4.0,2.0,0.0,23.0,I,22.0,13.0,1,Betriebswirtschaft
4025,1510979,3.0,1,11.25,22.0,17,0.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,6.0,4.0,0.0,45.0,I,42.0,22.0,1,Betriebswirtschaft
4026,1510979,4.0,1,14.5,42.0,18,0.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,8.0,6.0,0.0,87.0,I,41.0,22.0,1,Betriebswirtschaft
4027,1510979,5.0,1,18.285714285714285,41.0,19,0.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,9.586301,7.0,0.0,128.0,X,47.0,26.0,1,Betriebswirtschaft
509,1510985,1.0,0,0.0,,15,0.0,1,0,0,0,0,0,0.0,1.0,0.0,1,0,0,0,0.0,6,2.0,0.0,1.0,0.0,I,30.0,21.0,1,Betriebswirtschaft
4028,1510985,2.0,0,15.0,30.0,16,0.0,1,0,0,0,0,0,0.0,1.0,0.0,1,0,0,0,0.0,6,4.0,2.0,1.0,30.0,I,21.0,11.0,1,Betriebswirtschaft
4029,1510985,3.0,0,12.75,21.0,17,0.0,1,0,0,0,0,0,0.0,1.0,0.0,1,0,0,0,0.0,6,6.0,4.0,1.0,51.0,I,46.0,23.0,1,Betriebswirtschaft
4030,1510985,4.0,0,16.166666666666668,46.0,18,0.0,1,0,0,0,0,0,0.0,1.0,0.0,1,0,0,0,0.0,6,8.0,6.0,1.0,97.0,I,61.0,34.0,1,Betriebswirtschaft
4031,1510985,5.0,0,22.571428571428573,61.0,19,0.0,1,0,0,0,0,0,0.0,1.0,0.0,1,0,0,0,0.0,6,8.712329,7.0,1.0,158.0,X,3.0,2.0,1,Betriebswirtschaft
511,1511005,1.0,1,0.0,,16,0.0,1,0,0,0,0,0,0.0,1.0,2.0,1,0,0,0,2.0,6,2.0,0.0,1.0,0.0,I,12.0,9.0,1,Betriebswirtschaft
4034,1511005,2.0,1,6.0,12.0,17,0.0,1,0,0,0,0,0,0.0,1.0,2.0,1,0,0,0,2.0,6,4.0,2.0,1.0,12.0,I,10.0,8.0,1,Betriebswirtschaft
4035,1511005,3.0,1,5.5,10.0,18,0.0,1,0,0,0,0,0,0.0,1.0,2.0,1,0,0,0,2.0,6,6.0,4.0,1.0,22.0,I,17.0,4.0,1,Betriebswirtschaft
4036,1511005,4.0,1,6.5,17.0,19,0.0,1,0,0,0,0,0,0.0,1.0,2.0,1,0,0,0,2.0,6,8.0,6.0,1.0,39.0,I,12.0,6.0,0,Betriebswirtschaft
513,1511023,1.0,0,0.0,,15,0.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,2.0,0.0,1.0,0.0,I,26.0,18.0,1,Betriebswirtschaft
4037,1511023,2.0,0,13.0,26.0,16,0.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,4.0,2.0,1.0,26.0,I,39.0,22.0,1,Betriebswirtschaft
4038,1511023,3.0,0,16.25,39.0,17,0.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,6.0,4.0,1.0,65.0,I,34.0,18.0,1,Betriebswirtschaft
4039,1511023,4.0,0,16.5,34.0,18,0.0,0,1,0,0,0,1,0.0,1.0,1.0,1,0,0,0,2.0,6,8.0,6.0,1.0,99.0,I,51.0,27.0,1,Betriebswirtschaft
4040,1511023,5.0,0,21.428571428571427,51.0,19,0.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,8.70137,7.0,1.0,150.0,X,20.0,12.0,1,Betriebswirtschaft
514,1511026,1.0,1,0.0,,15,0.0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,0,1.0,6,2.0,0.0,1.0,0.0,I,22.0,15.0,1,Betriebswirtschaft
4041,1511026,2.0,1,11.0,22.0,16,0.0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,0,1.0,6,4.0,2.0,1.0,22.0,I,14.0,9.0,1,Betriebswirtschaft
4042,1511026,3.0,1,9.0,14.0,17,0.0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,0,1.0,6,6.0,4.0,1.0,36.0,I,22.0,11.0,1,Betriebswirtschaft
4043,1511026,4.0,1,9.666666666666666,22.0,18,0.0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,0,1.0,6,8.0,6.0,1.0,58.0,I,11.0,6.0,0,Betriebswirtschaft
4044,1511026,5.0,1,8.625,11.0,19,0.0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,0,1.0,6,10.0,8.0,1.0,69.0,I,40.0,21.0,1,Betriebswirtschaft
515,1511031,1.0,0,0.0,,15,0.0,0,1,0,0,0,1,0.0,1.0,0.0,1,0,0,0,2.0,6,2.0,0.0,1.0,0.0,I,37.0,25.0,1,Betriebswirtschaft
4045,1511031,2.0,0,18.5,37.0,16,0.0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,0,2.0,6,4.0,2.0,1.0,37.0,I,29.0,15.0,1,Betriebswirtschaft
4046,1511031,3.0,0,16.5,29.0,17,0.0,0,1,0,0,0,1,0.0,1.0,0.0,1,0,0,0,2.0,6,6.0,4.0,1.0,66.0,I,31.0,16.0,1,Betriebswirtschaft
4047,1511031,4.0,0,16.166666666666668,31.0,18,0.0,0,1,0,0,0,1,0.0,1.0,0.0,1,0,0,0,2.0,6,8.0,6.0,1.0,97.0,I,36.0,23.0,1,Betriebswirtschaft
4048,1511031,5.0,0,19.0,36.0,19,0.0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,0,2.0,6,9.284932,7.0,1.0,133.0,X,3.0,2.0,1,Betriebswirtschaft
520,1511062,1.0,0,0.0,,15,0.0,1,0,0,0,0,0,0.0,1.0,0.0,1,0,0,0,0.0,6,2.0,0.0,1.0,0.0,I,22.0,17.0,1,Betriebswirtschaft
4055,1511062,2.0,0,11.0,22.0,16,0.0,1,0,0,0,0,0,0.0,1.0,0.0,1,0,0,0,0.0,6,4.0,2.0,1.0,22.0,I,23.0,12.0,1,Betriebswirtschaft
4056,1511062,3.0,0,11.25,23.0,17,0.0,1,0,0,0,0,0,0.0,1.0,0.0,1,0,0,0,0.0,6,6.0,4.0,1.0,45.0,I,33.0,17.0,1,Betriebswirtschaft
4057,1511062,4.0,0,13.0,33.0,18,0.0,1,0,0,0,0,1,0.0,1.0,0.0,1,0,0,0,0.0,6,8.0,6.0,1.0,78.0,I,30.0,15.0,1,Betriebswirtschaft
4058,1511062,5.0,0,13.5,30.0,19,0.0,1,0,0,0,0,0,0.0,1.0,0.0,1,0,0,0,0.0,6,10.0,8.0,1.0,108.0,X,64.0,37.0,1,Betriebswirtschaft
521,1511070,1.0,0,0.0,,16,0.0,0,1,0,0,0,1,0.0,1.0,1.0,1,0,0,0,2.0,6,2.0,0.0,1.0,0.0,I,29.0,16.0,1,Betriebswirtschaft
4059,1511070,2.0,0,14.5,29.0,17,0.0,0,1,0,0,0,1,0.0,1.0,1.0,1,0,0,0,2.0,6,4.0,2.0,1.0,29.0,I,41.0,21.0,1,Betriebswirtschaft
4060,1511070,3.0,0,17.5,41.0,18,0.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,6.0,4.0,1.0,70.0,I,36.0,19.0,1,Betriebswirtschaft
4061,1511070,4.0,0,21.2,36.0,19,0.0,0,1,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,7.942466,5.0,1.0,106.0,X,38.0,22.0,1,Betriebswirtschaft
528,1511577,1.0,0,0.0,,16,1.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,2.0,0.0,0.0,0.0,I,24.0,17.0,1,Betriebswirtschaft
4067,1511577,2.0,0,12.0,24.0,17,1.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,2.0,6,4.0,2.0,0.0,24.0,I,6.0,4.0,0,Betriebswirtschaft
4068,1511577,3.0,0,7.5,6.0,18,1.0,1,0,0,0,0,1,0.0,1.0,1.0,1,0,0,0,2.0,6,6.0,4.0,0.0,30.0,I,23.0,13.0,1,Betriebswirtschaft
4069,1511577,4.0,0,8.833333333333334,23.0,19,1.0,1,0,0,0,0,1,0.0,1.0,1.0,1,0,0,0,2.0,6,8.0,6.0,0.0,53.0,I,73.0,38.0,1,Betriebswirtschaft
534,1511624,1.0,1,0.0,,15,0.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,1.0,6,2.0,0.0,0.0,0.0,I,7.0,6.0,0,Betriebswirtschaft
4071,1511624,2.0,1,3.5,7.0,16,0.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,1.0,6,4.0,2.0,0.0,7.0,I,17.0,9.0,1,Betriebswirtschaft
4072,1511624,3.0,1,6.0,17.0,17,0.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,1.0,6,6.0,4.0,0.0,24.0,I,6.0,6.0,0,Betriebswirtschaft
4073,1511624,4.0,1,5.0,6.0,18,0.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,1.0,6,8.0,6.0,0.0,30.0,I,9.0,5.0,0,Betriebswirtschaft
4074,1511624,5.0,1,4.875,9.0,19,0.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,1.0,6,10.0,8.0,0.0,39.0,I,54.0,28.0,1,Betriebswirtschaft
537,1511641,1.0,0,0.0,,15,0.0,0,1,0,0,0,0,0.0,1.0,0.0,0,1,0,0,1.0,6,2.0,0.0,1.0,0.0,I,29.0,21.0,1,Betriebswirtschaft
4076,1511641,2.0,0,14.5,29.0,16,0.0,0,1,0,0,0,0,0.0,1.0,0.0,0,1,0,0,1.0,6,4.0,2.0,1.0,29.0,I,48.5,25.0,1,Betriebswirtschaft
4077,1511641,3.0,0,19.375,48.5,17,0.0,0,1,0,0,0,0,0.0,1.0,0.0,0,1,0,0,1.0,6,6.0,4.0,1.0,77.5,I,42.5,22.0,1,Betriebswirtschaft
4078,1511641,4.0,0,24.0,42.5,18,0.0,0,1,0,0,0,0,0.0,1.0,0.0,0,1,0,0,1.0,6,7.750685,5.0,1.0,120.0,X,50.0,28.0,1,Betriebswirtschaft
543,1511677,1.0,0,0.0,,15,0.0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,0,2.0,6,2.0,0.0,0.0,0.0,I,26.0,19.0,1,Betriebswirtschaft
4083,1511677,2.0,0,13.0,26.0,16,0.0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,0,2.0,6,4.0,2.0,0.0,26.0,I,39.0,20.0,1,Betriebswirtschaft
4084,1511677,3.0,0,16.25,39.0,17,0.0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,0,2.0,6,6.0,4.0,0.0,65.0,I,34.0,18.0,1,Betriebswirtschaft
4085,1511677,4.0,0,16.5,34.0,18,0.0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,0,2.0,6,8.0,6.0,0.0,99.0,X,66.0,36.0,1,Betriebswirtschaft
545,1511714,1.0,0,0.0,,15,1.0,1,0,0,0,0,0,0.0,1.0,1.0,1,0,0,0,1.0,6,2.0,0.0,1.0,0.0,I,13.0,11.0,1,Betriebswirtschaft
4086,1511714,2.0,0,6.5,13.0,16,1.0,1,0,0,0,0,1,0.0,1.0,1.0,1,0,0,0,1.0,6,4.0,2.0,1.0,13.0,I,19.0,11.0,1,Betriebswirtschaft
