,matrikel_num,Studienjahr,geschlecht,avgECTS_sem_before,ects_year_before,year,first_exam_negative,AHS_dummy,BHS_dummy,ausland_vorbildung_dummy,sonstige_vorbildung_dummy,delayed_dummy,num_parallel_studies,jus_dummy,bwl_dummy,years_since_matura,styria_dummy,not_styria_dummy,germany_dummy,other_foreign_dummy,years_since_18,planned_duration,full_duration_sem,full_duration_sem_before,firstGen,cum_ects_pos_before,status_key,ECTS_year,SWS_year,active_dummy,subject
14,110033,1.0,0,0.0,,15,0.0,0,1,0,0,0,0,0.0,0.0,14.0,1,0,0,0,15.0,6,2.0,0.0,,0.0,I,27.0,15.0,1,Padagogik
3360,110033,2.0,0,13.5,27.0,16,0.0,0,1,0,0,0,0,0.0,0.0,14.0,1,0,0,0,15.0,6,4.0,2.0,,27.0,I,26.0,14.0,1,Padagogik
3361,110033,3.0,0,13.25,26.0,17,0.0,0,1,0,0,0,0,0.0,0.0,14.0,1,0,0,0,15.0,6,6.0,4.0,,53.0,I,40.0,22.0,1,Padagogik
3362,110033,4.0,0,18.6,40.0,18,0.0,0,1,0,0,0,0,0.0,0.0,14.0,1,0,0,0,15.0,6,7.64109589041096,5.0,,93.0,X,63.0,27.0,1,Padagogik
3372,112993,3.0,0,6.0,18.0,16,0.0,1,0,0,0,0,0,0.0,0.0,7.0,1,0,0,0,7.0,6,5.0,3.0,0.0,18.0,I,14.0,8.0,1,Padagogik
3373,112993,4.0,0,6.4,14.0,17,0.0,1,0,0,0,0,0,0.0,0.0,7.0,1,0,0,0,7.0,6,7.0,5.0,0.0,32.0,I,4.0,2.0,0,Padagogik
3374,112993,5.0,0,5.142857142857143,4.0,18,0.0,1,0,0,0,0,0,0.0,0.0,7.0,1,0,0,0,7.0,6,9.0,7.0,0.0,36.0,I,8.0,4.0,0,Padagogik
3375,112993,6.0,0,4.888888888888889,8.0,19,0.0,1,0,0,0,0,0,0.0,0.0,7.0,1,0,0,0,7.0,6,11.0,9.0,0.0,44.0,I,4.0,2.0,0,Padagogik
3406,310689,4.0,0,5.5,4.0,16,0.0,0,1,0,0,0,0,0.0,0.0,10.0,0,1,0,0,11.0,6,8.0,6.0,0.0,33.0,I,20.0,10.0,1,Padagogik
3407,310689,5.0,0,6.625,20.0,17,0.0,0,1,0,0,0,0,0.0,0.0,10.0,0,1,0,0,11.0,6,10.0,8.0,0.0,53.0,I,18.0,10.0,1,Padagogik
3408,310689,6.0,0,7.1,18.0,18,0.0,0,1,0,0,0,0,0.0,0.0,10.0,0,1,0,0,11.0,6,12.0,10.0,0.0,71.0,I,31.0,10.0,1,Padagogik
3409,310689,7.0,0,8.5,31.0,19,0.0,0,1,0,0,0,0,0.0,0.0,10.0,0,1,0,0,11.0,6,14.0,12.0,0.0,102.0,I,0.0,0.0,0,Padagogik
3427,398191,3.0,0,10.5,23.0,16,0.0,0,1,0,0,0,1,0.0,0.0,9.0,1,0,0,0,11.0,6,6.0,4.0,,42.0,I,28.0,14.0,1,Padagogik
3428,398191,4.0,0,11.666666666666666,28.0,17,0.0,0,1,0,0,0,1,0.0,0.0,9.0,1,0,0,0,11.0,6,8.0,6.0,,70.0,I,21.0,6.0,1,Padagogik
3429,398191,5.0,0,11.375,21.0,18,0.0,0,1,0,0,0,1,0.0,0.0,9.0,1,0,0,0,11.0,6,10.0,8.0,,91.0,I,12.0,6.0,0,Padagogik
3430,398191,6.0,0,10.3,12.0,19,0.0,0,1,0,0,0,1,0.0,0.0,9.0,1,0,0,0,11.0,6,12.0,10.0,,103.0,I,0.0,0.0,0,Padagogik
80,410209,1.0,0,0.0,,15,0.0,1,0,0,0,0,0,0.0,0.0,11.0,1,0,0,0,12.0,6,2.0,0.0,,0.0,I,37.0,20.0,1,Padagogik
3436,410209,2.0,0,18.5,37.0,16,0.0,1,0,0,0,0,0,0.0,0.0,11.0,1,0,0,0,12.0,6,4.0,2.0,,37.0,I,8.0,4.0,0,Padagogik
3437,410209,3.0,0,11.25,8.0,17,0.0,1,0,0,0,0,0,0.0,0.0,11.0,1,0,0,0,12.0,6,6.0,4.0,,45.0,I,8.0,4.0,0,Padagogik
3438,410209,4.0,0,8.833333333333334,8.0,18,0.0,1,0,0,0,0,0,0.0,0.0,11.0,1,0,0,0,12.0,6,8.0,6.0,,53.0,Z,0.0,0.0,0,Padagogik
82,410325,1.0,1,0.0,,16,0.0,0,0,0,1,0,1,0.0,0.0,12.0,1,0,0,0,16.0,6,2.0,0.0,1.0,0.0,I,7.0,5.0,0,Padagogik
3441,410325,2.0,1,3.5,7.0,17,0.0,0,0,0,1,0,0,0.0,0.0,12.0,1,0,0,0,16.0,6,4.0,2.0,1.0,7.0,I,8.0,5.0,0,Padagogik
3442,410325,3.0,1,3.75,8.0,18,0.0,0,0,0,1,0,0,0.0,0.0,12.0,1,0,0,0,16.0,6,6.0,4.0,1.0,15.0,I,4.0,2.0,0,Padagogik
3443,410325,4.0,1,3.1666666666666665,4.0,19,0.0,0,0,0,1,0,0,0.0,0.0,12.0,1,0,0,0,16.0,6,8.0,6.0,1.0,19.0,I,18.0,10.0,1,Padagogik
3460,412242,13.0,1,0.6956521739130435,4.0,16,1.0,1,0,0,0,0,1,0.0,0.0,2.0,1,0,0,0,2.0,6,25.0,23.0,0.0,16.0,I,5.0,2.0,0,Padagogik
3461,412242,14.0,1,0.84,5.0,17,1.0,1,0,0,0,0,1,0.0,0.0,2.0,1,0,0,0,2.0,6,27.0,25.0,0.0,21.0,I,6.0,4.0,0,Padagogik
3462,412242,15.0,1,1.0,6.0,18,1.0,1,0,0,0,0,1,0.0,0.0,2.0,1,0,0,0,2.0,6,29.0,27.0,0.0,27.0,I,4.5,3.0,0,Padagogik
3463,412242,16.0,1,1.0862068965517242,4.5,19,1.0,1,0,0,0,0,1,0.0,0.0,2.0,1,0,0,0,2.0,6,31.0,29.0,0.0,31.5,I,0.0,0.0,0,Padagogik
107,433176,1.0,0,0.0,,16,0.0,0,1,0,0,0,0,0.0,0.0,12.0,1,0,0,0,14.0,6,2.0,0.0,1.0,0.0,I,51.0,27.0,1,Padagogik
3475,433176,2.0,0,25.5,51.0,17,0.0,0,1,0,0,0,0,0.0,0.0,12.0,1,0,0,0,14.0,6,4.0,2.0,1.0,51.0,I,59.0,26.0,1,Padagogik
3476,433176,3.0,0,27.5,59.0,18,0.0,0,1,0,0,0,0,0.0,0.0,12.0,1,0,0,0,14.0,6,6.0,4.0,1.0,110.0,I,38.5,22.0,1,Padagogik
3477,433176,4.0,0,29.7,38.5,19,0.0,0,1,0,0,0,0,0.0,0.0,12.0,1,0,0,0,14.0,6,6.38356164383562,5.0,1.0,148.5,X,0.0,0.0,1,Padagogik
111,473201,1.0,0,0.0,,15,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0.0,6,2.0,0.0,0.0,0.0,I,23.0,13.0,1,Padagogik
3483,473201,2.0,0,11.5,23.0,16,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0.0,6,4.0,2.0,0.0,23.0,I,13.0,7.0,0,Padagogik
3484,473201,3.0,0,9.0,13.0,17,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0.0,6,6.0,4.0,0.0,36.0,I,56.5,25.0,1,Padagogik
3485,473201,4.0,0,15.416666666666666,56.5,18,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0.0,6,8.0,6.0,0.0,92.5,X,78.0,44.0,1,Padagogik
3512,573238,4.0,0,7.25,14.0,16,0.0,0,1,0,0,0,1,0.0,0.0,4.0,1,0,0,0,6.0,6,8.0,6.0,0.0,43.5,I,8.0,4.0,0,Padagogik
3513,573238,5.0,0,6.4375,8.0,17,0.0,0,1,0,0,0,1,0.0,0.0,4.0,1,0,0,0,6.0,6,10.0,8.0,0.0,51.5,I,12.0,6.0,0,Padagogik
3514,573238,6.0,0,6.35,12.0,18,0.0,0,1,0,0,0,1,0.0,0.0,4.0,1,0,0,0,6.0,6,12.0,10.0,0.0,63.5,I,4.0,2.0,0,Padagogik
3515,573238,7.0,0,5.625,4.0,19,0.0,0,1,0,0,0,1,0.0,0.0,4.0,1,0,0,0,6.0,6,14.0,12.0,0.0,67.5,I,12.0,6.0,0,Padagogik
161,613020,1.0,1,0.0,,15,0.0,0,0,0,1,1,1,0.0,0.0,9.0,1,0,0,0,13.0,6,2.0,0.0,,0.0,I,22.0,13.0,1,Padagogik
3547,613020,2.0,1,11.0,22.0,16,0.0,0,0,0,1,1,1,0.0,0.0,9.0,1,0,0,0,13.0,6,4.0,2.0,,22.0,I,12.0,6.0,0,Padagogik
3548,613020,3.0,1,8.5,12.0,17,0.0,0,0,0,1,1,1,0.0,0.0,9.0,1,0,0,0,13.0,6,6.0,4.0,,34.0,I,4.0,2.0,0,Padagogik
3549,613020,4.0,1,6.333333333333333,4.0,18,0.0,0,0,0,1,1,1,0.0,0.0,9.0,1,0,0,0,13.0,6,8.0,6.0,,38.0,I,0.0,0.0,0,Padagogik
169,626557,1.0,1,0.0,,16,0.0,0,1,0,0,1,2,0.0,0.0,13.0,0,1,0,0,14.0,6,1.0,0.0,0.0,0.0,I,11.0,6.0,0,Padagogik
3558,626557,2.0,1,11.0,11.0,17,0.0,0,1,0,0,1,2,0.0,0.0,13.0,0,1,0,0,14.0,6,3.0,1.0,0.0,11.0,I,43.0,25.0,1,Padagogik
3559,626557,3.0,1,18.0,43.0,18,0.0,0,1,0,0,1,2,0.0,0.0,13.0,0,1,0,0,14.0,6,5.0,3.0,0.0,54.0,I,31.5,17.0,1,Padagogik
3560,626557,4.0,1,17.1,31.5,19,0.0,0,1,0,0,1,2,0.0,0.0,13.0,0,1,0,0,14.0,6,7.0,5.0,0.0,85.5,I,32.0,16.0,1,Padagogik
184,710399,1.0,0,0.0,,16,0.0,0,1,0,0,0,1,0.0,0.0,11.0,1,0,0,0,12.0,6,1.0,0.0,1.0,0.0,I,4.0,2.0,0,Padagogik
3569,710399,2.0,0,4.0,4.0,17,0.0,0,1,0,0,0,1,0.0,0.0,11.0,1,0,0,0,12.0,6,3.0,1.0,1.0,4.0,I,11.0,7.0,0,Padagogik
3570,710399,3.0,0,5.0,11.0,18,0.0,0,1,0,0,0,1,0.0,0.0,11.0,1,0,0,0,12.0,6,5.0,3.0,1.0,15.0,I,12.0,6.0,0,Padagogik
3571,710399,4.0,0,5.4,12.0,19,0.0,0,1,0,0,0,1,0.0,0.0,11.0,1,0,0,0,12.0,6,7.0,5.0,1.0,27.0,I,27.0,14.0,1,Padagogik
195,712491,1.0,1,0.0,,15,0.0,1,0,0,0,1,0,0.0,0.0,10.0,1,0,0,0,11.0,6,1.0,0.0,,0.0,I,0.0,0.0,0,Padagogik
3587,712491,3.0,1,6.0,18.0,17,0.0,1,0,0,0,1,0,0.0,0.0,10.0,1,0,0,0,11.0,6,5.0,3.0,,18.0,I,26.0,14.0,1,Padagogik
3588,712491,4.0,1,8.8,26.0,18,0.0,1,0,0,0,1,0,0.0,0.0,10.0,1,0,0,0,11.0,6,7.0,5.0,,44.0,I,18.0,10.0,1,Padagogik
3589,712491,5.0,1,8.857142857142858,18.0,19,0.0,1,0,0,0,1,0,0.0,0.0,10.0,1,0,0,0,11.0,6,8.0,7.0,,62.0,Z,0.0,0.0,0,Padagogik
197,712610,1.0,0,0.0,,15,0.0,0,1,0,0,0,0,0.0,0.0,8.0,1,0,0,0,10.0,6,2.0,0.0,,0.0,I,13.0,8.0,1,Padagogik
3592,712610,2.0,0,6.5,13.0,16,0.0,0,1,0,0,0,0,0.0,0.0,8.0,1,0,0,0,10.0,6,4.0,2.0,,13.0,I,13.0,8.0,1,Padagogik
3593,712610,3.0,0,6.5,13.0,17,0.0,0,1,0,0,0,0,0.0,0.0,8.0,1,0,0,0,10.0,6,6.0,4.0,,26.0,I,9.0,5.0,0,Padagogik
3594,712610,4.0,0,5.833333333333333,9.0,18,0.0,0,1,0,0,0,0,0.0,0.0,8.0,1,0,0,0,10.0,6,8.0,6.0,,35.0,Z,0.0,0.0,0,Padagogik
202,714249,1.0,0,0.0,,16,0.0,0,1,0,0,0,0,0.0,0.0,14.0,1,0,0,0,15.0,6,2.0,0.0,1.0,0.0,I,43.0,25.0,1,Padagogik
3604,714249,2.0,0,21.5,43.0,17,0.0,0,1,0,0,0,0,0.0,0.0,14.0,1,0,0,0,15.0,6,4.0,2.0,1.0,43.0,I,33.0,18.0,1,Padagogik
3605,714249,3.0,0,19.0,33.0,18,0.0,0,1,0,0,0,0,0.0,0.0,14.0,1,0,0,0,15.0,6,6.0,4.0,1.0,76.0,I,24.0,12.0,1,Padagogik
3606,714249,4.0,0,16.666666666666668,24.0,19,0.0,0,1,0,0,0,0,0.0,0.0,14.0,1,0,0,0,15.0,6,8.0,6.0,1.0,100.0,I,44.0,18.0,1,Padagogik
238,811513,1.0,0,0.0,,16,0.0,0,0,0,0,0,0,0.0,0.0,9.0,1,0,0,0,11.0,6,1.0,0.0,,0.0,I,25.5,15.0,1,Padagogik
3632,811513,2.0,0,25.5,25.5,17,0.0,0,0,0,0,0,0,0.0,0.0,9.0,1,0,0,0,11.0,6,3.0,1.0,,25.5,I,41.0,24.0,1,Padagogik
3633,811513,3.0,0,22.166666666666668,41.0,18,0.0,0,0,0,0,0,0,0.0,0.0,9.0,1,0,0,0,11.0,6,5.0,3.0,,66.5,I,34.0,18.0,1,Padagogik
3634,811513,4.0,0,20.1,34.0,19,0.0,0,0,0,0,0,0,0.0,0.0,9.0,1,0,0,0,11.0,6,7.0,5.0,,100.5,I,37.0,14.0,1,Padagogik
239,811723,1.0,1,0.0,,15,0.0,1,0,0,0,0,0,0.0,0.0,8.0,1,0,0,0,9.0,6,2.0,0.0,,0.0,I,35.0,19.0,1,Padagogik
3637,811723,2.0,1,17.5,35.0,16,0.0,1,0,0,0,0,0,0.0,0.0,8.0,1,0,0,0,9.0,6,4.0,2.0,,35.0,I,8.0,4.0,0,Padagogik
3638,811723,3.0,1,10.75,8.0,17,0.0,1,0,0,0,0,0,0.0,0.0,8.0,1,0,0,0,9.0,6,6.0,4.0,,43.0,I,37.0,20.0,1,Padagogik
3639,811723,4.0,1,13.333333333333334,37.0,18,0.0,1,0,0,0,0,0,0.0,0.0,8.0,1,0,0,0,9.0,6,8.0,6.0,,80.0,I,23.0,6.0,1,Padagogik
3640,811723,5.0,1,12.875,23.0,19,0.0,1,0,0,0,0,0,0.0,0.0,8.0,1,0,0,0,9.0,6,10.0,8.0,,103.0,I,4.0,2.0,0,Padagogik
3644,812272,6.0,0,6.0,20.0,16,0.0,1,0,0,0,1,0,0.0,0.0,4.0,0,1,0,0,4.0,6,11.0,9.0,,54.0,I,16.0,8.0,1,Padagogik
3645,812272,7.0,0,6.363636363636363,16.0,17,0.0,1,0,0,0,1,0,0.0,0.0,4.0,0,1,0,0,4.0,6,13.0,11.0,,70.0,I,10.0,6.0,0,Padagogik
3646,812272,8.0,0,6.153846153846154,10.0,18,0.0,1,0,0,0,1,0,0.0,0.0,4.0,0,1,0,0,4.0,6,15.0,13.0,,80.0,I,25.0,6.0,1,Padagogik
3647,812272,9.0,0,7.0,25.0,19,0.0,1,0,0,0,1,0,0.0,0.0,4.0,0,1,0,0,4.0,6,17.0,15.0,,105.0,I,8.0,4.0,0,Padagogik
259,873011,1.0,1,0.0,,15,0.0,1,0,0,0,1,0,0.0,0.0,7.0,1,0,0,0,8.0,6,2.0,0.0,,0.0,I,38.0,21.0,1,Padagogik
3678,873011,2.0,1,19.0,38.0,16,0.0,1,0,0,0,1,0,0.0,0.0,7.0,1,0,0,0,8.0,6,4.0,2.0,,38.0,I,42.0,16.0,1,Padagogik
3679,873011,3.0,1,20.0,42.0,17,0.0,1,0,0,0,1,0,0.0,0.0,7.0,1,0,0,0,8.0,6,6.0,4.0,,80.0,I,30.0,16.0,1,Padagogik
3680,873011,4.0,1,22.0,30.0,18,0.0,1,0,0,0,1,0,0.0,0.0,7.0,1,0,0,0,8.0,6,6.58630136986301,5.0,,110.0,X,4.0,2.0,1,Padagogik
278,911271,1.0,0,0.0,,16,0.0,1,0,0,0,0,0,0.0,0.0,7.0,0,1,0,0,8.0,6,2.0,0.0,0.0,0.0,I,39.0,21.0,1,Padagogik
3706,911271,2.0,0,19.5,39.0,17,0.0,1,0,0,0,0,0,0.0,0.0,7.0,0,1,0,0,8.0,6,4.0,2.0,0.0,39.0,I,11.0,6.0,0,Padagogik
3707,911271,3.0,0,12.5,11.0,18,0.0,1,0,0,0,0,0,0.0,0.0,7.0,0,1,0,0,8.0,6,6.0,4.0,0.0,50.0,I,30.0,16.0,1,Padagogik
3708,911271,4.0,0,13.333333333333334,30.0,19,0.0,1,0,0,0,0,0,0.0,0.0,7.0,0,1,0,0,8.0,6,8.0,6.0,0.0,80.0,I,26.0,8.0,1,Padagogik
3709,911367,4.0,0,13.833333333333334,26.0,16,0.0,1,0,0,0,0,0,0.0,0.0,4.0,0,1,0,0,5.0,6,8.0,6.0,1.0,83.0,I,16.0,8.0,1,Padagogik
3710,911367,5.0,0,12.375,16.0,17,0.0,1,0,0,0,0,0,0.0,0.0,4.0,0,1,0,0,5.0,6,10.0,8.0,1.0,99.0,I,9.0,4.0,0,Padagogik
3711,911367,6.0,0,10.8,9.0,18,0.0,1,0,0,0,0,0,0.0,0.0,4.0,0,1,0,0,5.0,6,12.0,10.0,1.0,108.0,I,4.0,2.0,0,Padagogik
3712,911367,7.0,0,9.333333333333334,4.0,19,0.0,1,0,0,0,0,0,0.0,0.0,4.0,0,1,0,0,5.0,6,14.0,12.0,1.0,112.0,I,0.0,0.0,0,Padagogik
3719,912256,7.0,0,6.0,13.0,16,0.0,0,0,0,1,0,0,0.0,0.0,1.0,0,1,0,0,4.0,6,14.0,12.0,,72.0,I,13.0,7.0,0,Padagogik
3720,912256,8.0,0,6.071428571428571,13.0,17,0.0,0,0,0,1,0,0,0.0,0.0,1.0,0,1,0,0,4.0,6,16.0,14.0,,85.0,I,23.0,8.0,1,Padagogik
3721,912256,9.0,0,6.75,23.0,18,0.0,0,0,0,1,0,0,0.0,0.0,1.0,0,1,0,0,4.0,6,18.0,16.0,,108.0,I,60.0,26.0,1,Padagogik
3722,912256,10.0,0,9.882352941176473,60.0,19,0.0,0,0,0,1,0,0,0.0,0.0,1.0,0,1,0,0,4.0,6,19.2575342465753,17.0,,168.0,X,0.0,0.0,1,Padagogik
3723,912547,4.0,0,7.166666666666667,16.0,16,0.0,1,0,0,0,1,0,0.0,0.0,3.0,1,0,0,0,4.0,6,8.0,6.0,0.0,43.0,I,26.0,8.0,1,Padagogik
3724,912547,5.0,0,8.625,26.0,17,0.0,1,0,0,0,1,0,0.0,0.0,3.0,1,0,0,0,4.0,6,10.0,8.0,0.0,69.0,I,13.0,6.0,0,Padagogik
3725,912547,6.0,0,9.11111111111111,13.0,18,0.0,1,0,0,0,1,0,0.0,0.0,3.0,1,0,0,0,4.0,6,11.0,9.0,0.0,82.0,I,4.0,2.0,0,Padagogik
3726,912547,7.0,0,7.818181818181818,4.0,19,0.0,1,0,0,0,1,0,0.0,0.0,3.0,1,0,0,0,4.0,6,13.0,11.0,0.0,86.0,I,19.0,10.0,1,Padagogik
301,913949,1.0,0,0.0,,16,0.0,1,0,0,0,0,0,0.0,0.0,7.0,1,0,0,0,8.0,6,2.0,0.0,,0.0,I,38.0,21.0,1,Padagogik
3756,913949,2.0,0,19.0,38.0,17,0.0,1,0,0,0,0,0,0.0,0.0,7.0,1,0,0,0,8.0,6,4.0,2.0,,38.0,I,42.0,22.0,1,Padagogik
3757,913949,3.0,0,20.0,42.0,18,0.0,1,0,0,0,0,0,0.0,0.0,7.0,1,0,0,0,8.0,6,6.0,4.0,,80.0,I,19.0,4.0,1,Padagogik
3758,913949,4.0,0,19.8,19.0,19,0.0,1,0,0,0,0,0,0.0,0.0,7.0,1,0,0,0,8.0,6,7.74520547945205,5.0,,99.0,X,15.0,8.0,1,Padagogik
312,931104,1.0,0,0.0,,16,0.0,0,1,0,0,0,3,0.0,0.0,7.0,1,0,0,0,8.0,6,2.0,0.0,0.0,0.0,I,58.5,31.0,1,Padagogik
3770,931104,2.0,0,29.25,58.5,17,0.0,0,1,0,0,0,3,0.0,0.0,7.0,1,0,0,0,8.0,6,4.0,2.0,0.0,58.5,I,22.0,12.0,1,Padagogik
3771,931104,3.0,0,20.125,22.0,18,0.0,0,1,0,0,0,3,0.0,0.0,7.0,1,0,0,0,8.0,6,6.0,4.0,0.0,80.5,I,41.5,22.0,1,Padagogik
3772,931104,4.0,0,24.4,41.5,19,0.0,0,1,0,0,0,0,0.0,0.0,7.0,1,0,0,0,8.0,6,7.66849315068493,5.0,0.0,122.0,X,26.0,8.0,1,Padagogik
316,933361,1.0,0,0.0,,16,0.0,0,1,0,0,0,0,0.0,0.0,7.0,1,0,0,0,9.0,6,2.0,0.0,1.0,0.0,I,22.0,13.0,1,Padagogik
3775,933361,2.0,0,11.0,22.0,17,0.0,0,1,0,0,0,0,0.0,0.0,7.0,1,0,0,0,9.0,6,4.0,2.0,1.0,22.0,I,37.0,14.0,1,Padagogik
3776,933361,3.0,0,14.75,37.0,18,0.0,0,1,0,0,0,0,0.0,0.0,7.0,1,0,0,0,9.0,6,6.0,4.0,1.0,59.0,I,17.0,8.0,1,Padagogik
3777,933361,4.0,0,12.666666666666666,17.0,19,0.0,0,1,0,0,0,0,0.0,0.0,7.0,1,0,0,0,9.0,6,8.0,6.0,1.0,76.0,X,4.0,2.0,1,Padagogik
330,1010570,1.0,0,0.0,,15,0.0,0,1,0,0,0,0,0.0,0.0,6.0,1,0,0,0,8.0,6,2.0,0.0,,0.0,I,41.0,23.0,1,Padagogik
3796,1010570,2.0,0,20.5,41.0,16,0.0,0,1,0,0,0,0,0.0,0.0,6.0,1,0,0,0,8.0,6,4.0,2.0,,41.0,I,62.5,29.0,1,Padagogik
3797,1010570,3.0,0,25.875,62.5,17,0.0,0,1,0,0,0,0,0.0,0.0,6.0,1,0,0,0,8.0,6,6.0,4.0,,103.5,I,17.0,8.0,1,Padagogik
3798,1010570,4.0,0,24.1,17.0,18,0.0,0,1,0,0,0,0,0.0,0.0,6.0,1,0,0,0,8.0,6,7.41095890410959,5.0,,120.5,X,4.0,2.0,1,Padagogik
340,1013207,1.0,1,0.0,,15,1.0,1,0,0,0,1,1,0.0,0.0,7.0,1,0,0,0,8.0,6,1.0,0.0,0.0,0.0,I,8.0,4.0,0,Padagogik
3838,1013207,2.0,1,8.0,8.0,16,1.0,1,0,0,0,1,1,0.0,0.0,7.0,1,0,0,0,8.0,6,3.0,1.0,0.0,8.0,I,5.0,4.0,0,Padagogik
3839,1013207,3.0,1,4.333333333333333,5.0,17,1.0,1,0,0,0,1,0,0.0,0.0,7.0,1,0,0,0,8.0,6,4.0,3.0,0.0,13.0,Z,5.0,3.0,0,Padagogik
3840,1013207,4.0,1,3.6,5.0,18,1.0,1,0,0,0,1,0,0.0,0.0,7.0,1,0,0,0,8.0,6,7.0,5.0,0.0,18.0,I,31.0,16.0,1,Padagogik
3841,1013207,5.0,1,7.0,31.0,19,1.0,1,0,0,0,1,0,0.0,0.0,7.0,1,0,0,0,8.0,6,9.0,7.0,0.0,49.0,I,32.0,16.0,1,Padagogik
346,1013490,1.0,1,0.0,,15,1.0,0,0,1,0,0,0,0.0,0.0,6.0,0,0,0,1,8.0,6,2.0,0.0,1.0,0.0,I,14.0,8.0,1,Padagogik
3855,1013490,2.0,1,7.0,14.0,16,1.0,0,0,1,0,0,0,0.0,0.0,6.0,0,0,0,1,8.0,6,4.0,2.0,1.0,14.0,I,14.0,8.0,1,Padagogik
3856,1013490,3.0,1,7.0,14.0,17,1.0,0,0,1,0,0,0,0.0,0.0,6.0,0,0,0,1,8.0,6,6.0,4.0,1.0,28.0,I,7.0,4.0,0,Padagogik
3857,1013490,4.0,1,5.833333333333333,7.0,18,1.0,0,0,1,0,0,0,0.0,0.0,6.0,0,0,0,1,8.0,6,8.0,6.0,1.0,35.0,I,4.0,2.0,0,Padagogik
3858,1013490,5.0,1,4.875,4.0,19,1.0,0,0,1,0,0,0,0.0,0.0,6.0,0,0,0,1,8.0,6,10.0,8.0,1.0,39.0,I,8.0,4.0,0,Padagogik
3874,1014369,4.0,0,16.2,44.0,16,0.0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,0,0,9.0,6,7.0,5.0,1.0,81.0,I,7.0,4.0,0,Padagogik
3875,1014369,5.0,0,12.571428571428571,7.0,17,0.0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,0,0,9.0,6,9.0,7.0,1.0,88.0,I,2.0,1.0,0,Padagogik
3876,1014369,6.0,0,10.0,2.0,18,0.0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,0,0,9.0,6,11.0,9.0,1.0,90.0,I,20.0,10.0,1,Padagogik
3877,1014369,7.0,0,10.0,20.0,19,0.0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,0,0,9.0,6,13.0,11.0,1.0,110.0,I,14.0,8.0,1,Padagogik
357,1014676,1.0,0,0.0,,15,0.0,0,0,0,1,0,1,0.0,0.0,5.0,1,0,0,0,10.0,6,2.0,0.0,,0.0,I,2.0,2.0,0,Padagogik
3886,1014676,2.0,0,1.0,2.0,16,0.0,0,0,0,1,0,1,0.0,0.0,5.0,1,0,0,0,10.0,6,4.0,2.0,,2.0,I,0.0,0.0,0,Padagogik
3887,1014676,4.0,0,1.0,4.0,18,0.0,0,0,0,1,0,0,0.0,0.0,5.0,1,0,0,0,10.0,6,8.0,6.0,,6.0,I,20.0,10.0,1,Padagogik
3888,1014676,5.0,0,3.25,20.0,19,0.0,0,0,0,1,0,0,0.0,0.0,5.0,1,0,0,0,10.0,6,10.0,8.0,,26.0,I,30.0,16.0,1,Padagogik
3908,1081745,4.0,0,15.666666666666666,20.0,16,0.0,1,0,0,0,0,1,0.0,0.0,3.0,1,0,0,0,3.0,6,8.0,6.0,0.0,94.0,I,13.0,6.0,0,Padagogik
3909,1081745,5.0,0,13.375,13.0,17,0.0,1,0,0,0,0,0,0.0,0.0,3.0,1,0,0,0,3.0,6,10.0,8.0,0.0,107.0,I,17.0,8.0,1,Padagogik
3910,1081745,6.0,0,12.4,17.0,18,0.0,1,0,0,0,0,1,0.0,0.0,3.0,1,0,0,0,3.0,6,12.0,10.0,0.0,124.0,I,6.0,2.0,0,Padagogik
3911,1081745,7.0,0,10.833333333333334,6.0,19,0.0,1,0,0,0,0,1,0.0,0.0,3.0,1,0,0,0,3.0,6,14.0,12.0,0.0,130.0,I,0.0,0.0,0,Padagogik
376,1081983,1.0,1,0.0,,16,0.0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,0,0,11.0,6,1.0,0.0,,0.0,I,3.0,2.0,0,Padagogik
3913,1081983,2.0,1,3.0,3.0,17,0.0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,0,0,11.0,6,3.0,1.0,,3.0,I,42.0,23.0,1,Padagogik
3914,1081983,3.0,1,15.0,42.0,18,0.0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,0,0,11.0,6,5.0,3.0,,45.0,I,33.0,17.0,1,Padagogik
3915,1081983,4.0,1,15.6,33.0,19,0.0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,0,0,11.0,6,7.0,5.0,,78.0,I,37.0,14.0,1,Padagogik
378,1104707,1.0,0,0.0,,15,0.0,0,0,0,0,0,0,0.0,0.0,5.0,0,1,0,0,7.0,6,1.0,0.0,,0.0,I,28.0,15.0,1,Padagogik
3916,1104707,2.0,0,28.0,28.0,16,0.0,0,0,0,0,0,0,0.0,0.0,5.0,0,1,0,0,7.0,6,3.0,1.0,,28.0,I,40.0,17.0,1,Padagogik
